PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Embarked,Title
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1,0,S, Mrs.
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29.0,1,0,S, Mrs.
135,0,2,"Sobey, Mr. Samuel James Hayden",male,25.0,0,0,S, Mr.
136,0,2,"Richard, Mr. Emile",male,23.0,0,0,C, Mr.
137,1,1,"Newsom, Miss. Helen Monypeny",female,19.0,0,2,S, Miss.
138,0,1,"Futrelle, Mr. Jacques Heath",male,37.0,1,0,S, Mr.
139,0,3,"Osen, Mr. Olaf Elon",male,16.0,0,0,S, Mr.
140,0,1,"Giglio, Mr. Victor",male,24.0,0,0,C, Mr.
141,0,3,"Boulos, Mrs. Joseph (Sultana)",female,35.898148148148145,0,2,C, Mrs.
142,1,3,"Nysten, Miss. Anna Sofia",female,22.0,0,0,S, Miss.
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1,0,S, Mrs.
144,0,3,"Burke, Mr. Jeremiah",male,19.0,0,0,Q, Mr.
145,0,2,"Andrew, Mr. Edgardo Samuel",male,18.0,0,0,S, Mr.
146,0,2,"Nicholls, Mr. Joseph Charles",male,19.0,1,1,S, Mr.
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0,0,S, Mr.
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,2,2,S, Miss.
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,S, Mr.
150,0,2,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,S, Rev.
151,0,2,"Bateman, Rev. Robert James",male,51.0,0,0,S, Rev.
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1,0,S, Mrs.
153,0,3,"Meo, Mr. Alfonzo",male,55.5,0,0,S, Mr.
154,0,3,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,S, Mr.
155,0,3,"Olsen, Mr. Ole Martin",male,32.74014778325123,0,0,S, Mr.
156,0,1,"Williams, Mr. Charles Duane",male,51.0,0,1,C, Mr.
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0,0,Q, Miss.
158,0,3,"Corn, Mr. Harry",male,30.0,0,0,S, Mr.
159,0,3,"Smiljanic, Mr. Mile",male,32.74014778325123,0,0,S, Mr.
160,0,3,"Sage, Master. Thomas Henry",male,4.574166666666667,8,2,S, Master.
161,0,3,"Cribb, Mr. John Hatfield",male,44.0,0,1,S, Mr.
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,0,0,S, Mrs.
163,0,3,"Bengtsson, Mr. John Viktor",male,26.0,0,0,S, Mr.
164,0,3,"Calic, Mr. Jovo",male,17.0,0,0,S, Mr.
165,0,3,"Panula, Master. Eino Viljami",male,1.0,4,1,S, Master.
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0,2,S, Master.
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,35.898148148148145,0,1,S, Mrs.
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,S, Mrs.
169,0,1,"Baumann, Mr. John D",male,32.74014778325123,0,0,S, Mr.
170,0,3,"Ling, Mr. Lee",male,28.0,0,0,S, Mr.
171,0,1,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,S, Mr.
172,0,3,"Rice, Master. Arthur",male,4.0,4,1,Q, Master.
173,1,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,S, Miss.
174,0,3,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,S, Mr.
175,0,1,"Smith, Mr. James Clinch",male,56.0,0,0,C, Mr.
176,0,3,"Klasen, Mr. Klas Albin",male,18.0,1,1,S, Mr.
177,0,3,"Lefebre, Master. Henry Forbes",male,4.574166666666667,3,1,S, Master.
178,0,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,C, Miss.
179,0,2,"Hale, Mr. Reginald",male,30.0,0,0,S, Mr.
180,0,3,"Leonard, Mr. Lionel",male,36.0,0,0,S, Mr.
181,0,3,"Sage, Miss. Constance Gladys",female,22.066225165562916,8,2,S, Miss.
182,0,2,"Pernot, Mr. Rene",male,32.74014778325123,0,0,C, Mr.
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,S, Master.
184,1,2,"Becker, Master. Richard F",male,1.0,2,1,S, Master.
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,S, Miss.
186,0,1,"Rood, Mr. Hugh Roscoe",male,32.74014778325123,0,0,S, Mr.
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,35.898148148148145,1,0,Q, Mrs.
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,S, Mr.
189,0,3,"Bourke, Mr. John",male,40.0,1,1,Q, Mr.
190,0,3,"Turcin, Mr. Stjepan",male,36.0,0,0,S, Mr.
191,1,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,S, Mrs.
192,0,2,"Carbines, Mr. William",male,19.0,0,0,S, Mr.
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,S, Miss.
194,1,2,"Navratil, Master. Michel M",male,3.0,1,1,S, Master.
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,C, Mrs.
196,1,1,"Lurette, Miss. Elise",female,58.0,0,0,C, Miss.
197,0,3,"Mernagh, Mr. Robert",male,32.74014778325123,0,0,Q, Mr.
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,S, Mr.
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,22.066225165562916,0,0,Q, Miss.
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,S, Miss.
201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,S, Mr.
202,0,3,"Sage, Mr. Frederick",male,32.74014778325123,8,2,S, Mr.
203,0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,S, Mr.
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,C, Mr.
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,S, Mr.
206,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,S, Miss.
207,0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,S, Mr.
208,1,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,C, Mr.
209,1,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,Q, Miss.
210,1,1,"Blank, Mr. Henry",male,40.0,0,0,C, Mr.
211,0,3,"Ali, Mr. Ahmed",male,24.0,0,0,S, Mr.
212,1,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,S, Miss.
213,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,S, Mr.
214,0,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,S, Mr.
215,0,3,"Kiernan, Mr. Philip",male,32.74014778325123,1,0,Q, Mr.
216,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,C, Miss.
217,1,3,"Honkanen, Miss. Eliina",female,27.0,0,0,S, Miss.
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,S, Mr.
219,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,C, Miss.
220,0,2,"Harris, Mr. Walter",male,30.0,0,0,S, Mr.
221,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,S, Mr.
222,0,2,"Bracken, Mr. James H",male,27.0,0,0,S, Mr.
223,0,3,"Green, Mr. George Henry",male,51.0,0,0,S, Mr.
224,0,3,"Nenkoff, Mr. Christo",male,32.74014778325123,0,0,S, Mr.
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,S, Mr.
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,S, Mr.
227,1,2,"Mellors, Mr. William John",male,19.0,0,0,S, Mr.
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,S, Mr.
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,S, Mr.
230,0,3,"Lefebre, Miss. Mathilde",female,22.066225165562916,3,1,S, Miss.
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,S, Mrs.
232,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,S, Mr.
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,S, Mr.
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,S, Miss.
235,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,S, Mr.
236,0,3,"Harknett, Miss. Alice Phoebe",female,22.066225165562916,0,0,S, Miss.
237,0,2,"Hold, Mr. Stephen",male,44.0,1,0,S, Mr.
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,S, Miss.
239,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,S, Mr.
240,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,S, Mr.
241,0,3,"Zabour, Miss. Thamine",female,22.066225165562916,1,0,C, Miss.
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,22.066225165562916,1,0,Q, Miss.
243,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,S, Mr.
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,S, Mr.
245,0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,C, Mr.
246,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,Q, Dr.
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,S, Miss.
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,S, Mrs.
249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,S, Mr.
250,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,S, Rev.
251,0,3,"Reed, Mr. James George",male,32.74014778325123,0,0,S, Mr.
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,S, Mrs.
253,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,S, Mr.
254,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,S, Mr.
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,S, Mrs.
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,C, Mrs.
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,35.898148148148145,0,0,C, Mrs.
258,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,S, Miss.
259,1,1,"Ward, Miss. Anna",female,35.0,0,0,C, Miss.
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,S, Mrs.
261,0,3,"Smith, Mr. Thomas",male,32.74014778325123,0,0,Q, Mr.
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,S, Master.
263,0,1,"Taussig, Mr. Emil",male,52.0,1,1,S, Mr.
264,0,1,"Harrison, Mr. William",male,40.0,0,0,S, Mr.
265,0,3,"Henry, Miss. Delia",female,22.066225165562916,0,0,Q, Miss.
266,0,2,"Reeves, Mr. David",male,36.0,0,0,S, Mr.
267,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,S, Mr.
268,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,S, Mr.
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,S, Mrs.
270,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,S, Miss.
271,0,1,"Cairns, Mr. Alexander",male,32.74014778325123,0,0,S, Mr.
272,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,S, Mr.
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,S, Mrs.
274,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,C, Mr.
275,1,3,"Healy, Miss. Hanora ""Nora""",female,22.066225165562916,0,0,Q, Miss.
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,S, Miss.
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,S, Miss.
278,0,2,"Parkes, Mr. Francis ""Frank""",male,32.74014778325123,0,0,S, Mr.
279,0,3,"Rice, Master. Eric",male,7.0,4,1,Q, Master.
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,S, Mrs.
281,0,3,"Duane, Mr. Frank",male,65.0,0,0,Q, Mr.
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,S, Mr.
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,S, Mr.
284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,S, Mr.
285,0,1,"Smith, Mr. Richard William",male,32.74014778325123,0,0,S, Mr.
286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,C, Mr.
287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,S, Mr.
288,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,S, Mr.
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,S, Mr.
290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,Q, Miss.
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,S, Miss.
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,C, Mrs.
293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,C, Mr.
294,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,S, Miss.
295,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,S, Mr.
296,0,1,"Lewy, Mr. Ervin G",male,32.74014778325123,0,0,C, Mr.
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,C, Mr.
298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,S, Miss.
299,1,1,"Saalfeld, Mr. Adolphe",male,32.74014778325123,0,0,S, Mr.
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,C, Mrs.
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,22.066225165562916,0,0,Q, Miss.
302,1,3,"McCoy, Mr. Bernard",male,32.74014778325123,2,0,Q, Mr.
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,S, Mr.
304,1,2,"Keane, Miss. Nora A",female,22.066225165562916,0,0,Q, Miss.
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,32.74014778325123,0,0,S, Mr.
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,S, Master.
307,1,1,"Fleming, Miss. Margaret",female,22.066225165562916,0,0,C, Miss.
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,C, Mrs.
309,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,C, Mr.
310,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,C, Miss.
311,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,C, Miss.
312,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,C, Miss.
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,S, Mrs.
314,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,S, Mr.
315,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,S, Mr.
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,S, Miss.
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,S, Mrs.
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,S, Dr.
319,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,S, Miss.
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,C, Mrs.
321,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,S, Mr.
322,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,S, Mr.
323,1,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,Q, Miss.
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,S, Mrs.
325,0,3,"Sage, Mr. George John Jr",male,32.74014778325123,8,2,S, Mr.
